epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,3232.18,1.00686,1.53239,0.63471,1.00228,0.86325,0.66043,0.73398,0.45292,0.82727,0.64256,0.72165,0.38678,1.10887,1.8822,0.80558,1.06235,0.000957358,0.000957358,0.000957358
45,3306.03,1.05407,1.58426,0.64145,1.01666,0.8741,0.69072,0.75966,0.45433,0.87876,0.67193,0.73834,0.39881,1.07674,1.94358,0.8005,1.06344,0.000940855,0.000940855,0.000940855
46,3379.12,1.02332,1.56485,0.63096,1.00728,0.86806,0.67414,0.73735,0.44341,0.86499,0.66461,0.72952,0.39378,1.09895,1.96086,0.80002,1.05176,0.000924352,0.000924352,0.000924352
47,3452.69,1.0069,1.51389,0.6389,0.99972,0.77957,0.68014,0.74066,0.45129,0.87716,0.6133,0.72006,0.383,1.10469,1.99603,0.824,1.0569,0.000907848,0.000907848,0.000907848
48,3525.56,1.00801,1.5772,0.61807,0.99834,0.80327,0.61923,0.70048,0.42207,0.85431,0.57936,0.68494,0.36576,1.09597,2.02547,0.89578,1.0502,0.000891345,0.000891345,0.000891345
49,3599.22,1.01966,1.532,0.64102,0.99694,0.84904,0.67209,0.74428,0.44562,0.82206,0.64934,0.71853,0.37616,1.07829,1.96435,0.7732,1.04094,0.000874842,0.000874842,0.000874842
50,3671.99,0.98514,1.50772,0.60615,0.9932,0.83481,0.69702,0.75445,0.44015,0.82981,0.68606,0.74306,0.38125,1.10733,1.88883,0.75578,1.05943,0.000858338,0.000858338,0.000858338
51,3745.85,1.0017,1.50517,0.61539,0.98719,0.88202,0.67312,0.77826,0.45245,0.87639,0.65759,0.74837,0.39304,1.08907,2.01042,0.75971,1.05495,0.000841835,0.000841835,0.000841835
52,3818.53,0.98579,1.51647,0.61466,0.99159,0.83105,0.7119,0.77647,0.45149,0.80229,0.68616,0.74537,0.39438,1.08478,1.91036,0.73419,1.05763,0.000825332,0.000825332,0.000825332
53,3892.05,1.02154,1.61271,0.62787,0.99407,0.87645,0.66829,0.75177,0.4532,0.87543,0.66562,0.74231,0.39889,1.0904,1.92502,0.78179,1.05023,0.000808828,0.000808828,0.000808828
54,3964.86,0.97883,1.44419,0.58737,0.98869,0.86401,0.66839,0.75713,0.46133,0.84896,0.64838,0.75253,0.39897,1.07528,1.88515,0.74933,1.04261,0.000792325,0.000792325,0.000792325
55,4038.66,0.98008,1.51872,0.58527,0.9855,0.87161,0.69821,0.76743,0.46448,0.87348,0.67666,0.74999,0.39542,1.05645,1.84439,0.71553,1.03362,0.000775822,0.000775822,0.000775822
56,4111.48,0.96562,1.41836,0.59306,0.98036,0.822,0.70717,0.7664,0.46433,0.82133,0.68159,0.74834,0.39574,1.0727,1.9032,0.68985,1.04696,0.000759318,0.000759318,0.000759318
57,4184.8,0.9838,1.51518,0.59456,0.98728,0.8584,0.67017,0.75655,0.45163,0.82317,0.6426,0.71319,0.3696,1.06458,1.8586,0.7202,1.03596,0.000742815,0.000742815,0.000742815
58,4257.66,0.95186,1.46494,0.58568,0.97482,0.91921,0.68063,0.77952,0.46536,0.87818,0.63947,0.71882,0.39513,1.06604,1.97003,0.74778,1.04624,0.000726312,0.000726312,0.000726312
59,4331.18,0.97635,1.49919,0.59783,0.98394,0.84266,0.70567,0.7725,0.47312,0.85282,0.70142,0.76837,0.41065,1.0797,1.86089,0.74973,1.0448,0.000709809,0.000709809,0.000709809
60,4404.2,0.933,1.40675,0.56148,0.96753,0.8841,0.66172,0.73871,0.44267,0.87564,0.65331,0.73134,0.38515,1.08047,1.95111,0.76623,1.05411,0.000693305,0.000693305,0.000693305
61,4477.64,0.9621,1.43334,0.56766,0.97922,0.88536,0.70379,0.77454,0.47333,0.86026,0.68397,0.74828,0.40785,1.051,1.91597,0.73897,1.03707,0.000676802,0.000676802,0.000676802
62,4550.31,0.94482,1.44596,0.57085,0.96755,0.8428,0.6903,0.76475,0.46176,0.82488,0.67406,0.73584,0.38516,1.0669,1.90774,0.71483,1.04198,0.000660299,0.000660299,0.000660299
63,4623.91,0.97553,1.50811,0.58592,0.99114,0.86315,0.71559,0.78175,0.46631,0.83274,0.68691,0.73807,0.40227,1.05672,1.91666,0.70902,1.04295,0.000643795,0.000643795,0.000643795
64,4696.8,0.93585,1.41818,0.55673,0.97199,0.86068,0.69315,0.77474,0.46678,0.86567,0.67957,0.75771,0.40043,1.07934,1.87497,0.69832,1.04466,0.000627292,0.000627292,0.000627292
65,4770.66,0.94901,1.45513,0.55677,0.9629,0.85815,0.72634,0.7979,0.47282,0.85596,0.69781,0.77099,0.41348,1.04197,1.85592,0.70024,1.03115,0.000610789,0.000610789,0.000610789
66,4843.71,0.91133,1.35276,0.54261,0.95971,0.89875,0.66939,0.76891,0.46188,0.89358,0.66521,0.73876,0.393,1.07685,1.9503,0.78658,1.04055,0.000594286,0.000594286,0.000594286
67,4917.25,0.90492,1.34932,0.53913,0.95924,0.86598,0.68676,0.78641,0.47538,0.86013,0.68198,0.77825,0.40754,1.07858,1.88976,0.67784,1.04232,0.000577782,0.000577782,0.000577782
68,4989.95,0.90214,1.35008,0.53343,0.96008,0.83034,0.72974,0.78866,0.46125,0.81069,0.71074,0.76363,0.4013,1.0923,1.91213,0.6826,1.05467,0.000561279,0.000561279,0.000561279
69,5063.38,0.92116,1.39042,0.54481,0.95843,0.88746,0.65985,0.76153,0.4524,0.88719,0.65811,0.7559,0.39895,1.06093,1.91961,0.71502,1.0479,0.000544776,0.000544776,0.000544776
70,5136.14,0.91973,1.41758,0.54125,0.95892,0.88899,0.69637,0.78079,0.4722,0.88755,0.69498,0.76621,0.39865,1.06736,1.9293,0.66613,1.04268,0.000528272,0.000528272,0.000528272
71,5209.8,0.94063,1.46959,0.53795,0.96004,0.84447,0.7114,0.77658,0.47403,0.84098,0.70727,0.77033,0.40949,1.03954,1.8487,0.67494,1.02796,0.000511769,0.000511769,0.000511769
72,5282.55,0.89811,1.34054,0.52795,0.95363,0.87066,0.69302,0.789,0.47091,0.84607,0.67601,0.75929,0.40091,1.06841,1.91379,0.68288,1.03852,0.000495266,0.000495266,0.000495266
73,5356.25,0.89705,1.30185,0.51782,0.96013,0.88876,0.66884,0.7805,0.4708,0.88409,0.65,0.75221,0.40978,1.08027,1.91836,0.67158,1.04551,0.000478762,0.000478762,0.000478762
74,5429.17,0.87997,1.34311,0.52046,0.95024,0.83767,0.73356,0.79593,0.48525,0.82394,0.71977,0.77445,0.42314,1.04259,1.8514,0.66564,1.03246,0.000462259,0.000462259,0.000462259
75,5502.97,0.90646,1.33374,0.51767,0.95053,0.89773,0.67603,0.77527,0.47259,0.89199,0.66573,0.7458,0.40577,1.06158,1.89012,0.70107,1.02848,0.000445756,0.000445756,0.000445756
76,5575.69,0.8851,1.3115,0.51,0.94231,0.88579,0.6791,0.78358,0.47327,0.87299,0.66889,0.76387,0.41548,1.07364,1.94972,0.70606,1.03882,0.000429253,0.000429253,0.000429253
77,5649.19,0.8779,1.35124,0.50434,0.95499,0.87754,0.7017,0.79116,0.48306,0.86623,0.69268,0.77503,0.42139,1.04852,1.8454,0.69884,1.02236,0.000412749,0.000412749,0.000412749
78,5721.8,0.877,1.33941,0.50887,0.94786,0.86267,0.70538,0.79488,0.48376,0.83917,0.68504,0.75169,0.40706,1.06241,1.87453,0.67559,1.03225,0.000396246,0.000396246,0.000396246
